PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,O2-1 bar (mol/kg)
32.772,35.259,7502.36,0.953,6.49E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.647
32.695,34.338,7349.14,0.952,6.35E-06,62.5,30,7.5,0,0,0,0.633
32.773,35.258,7496.64,0.952,6.48E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.648
32.695,34.338,7360.95,0.95,6.34E-06,62.5,30,7.5,0,0,0,0.639
32.351,34.952,7215.54,0.951,6.31E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.632
31.956,34.394,7156.96,0.948,6.18E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.623
20.35,22.005,6787.52,0.913,4.34E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.437
20.568,21.529,6306.98,0.91,4.05E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.407
19.511,21.927,5391.17,0.901,3.36E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.335
19.153,21.985,5191.73,0.901,3.19E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.32
19.297,22.012,6380.28,0.91,4.02E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.401
19.24,22.308,5939.61,0.907,3.79E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.385
19.368,20.861,5163.03,0.898,3.19E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.32
19.598,21.805,4865.36,0.897,3.07E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.306
33.97,35.813,7942.84,0.959,6.89E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.69
33.675,34.785,7821.55,0.957,6.70E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.664
32.04,34.938,7351.57,0.952,6.41E-06,62.5,30,7.5,0,0,0,0.643
31.633,34.34,7297.42,0.95,6.27E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.629
33.93,35.515,7818.17,0.958,6.74E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.672
33.75,34.561,7626.97,0.955,6.57E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.657
32.347,34.955,7200.54,0.95,6.32E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.631
31.942,34.397,7161.88,0.948,6.19E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.619
19.857,21.496,6796.36,0.91,4.32E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.435
19.006,21.117,6519.39,0.908,4.13E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.412
18.907,20.603,5732.79,0.904,3.60E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.359
19.006,20.229,5561.96,0.903,3.47E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.349
17.666,20.436,6214.3,0.903,3.89E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.387
16.94,19.952,5996.48,0.901,3.73E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.372
20.165,21.819,5332.95,0.903,3.38E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.338
18.949,20.276,6272.3,0.906,3.90E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.388
18.751,19.738,6084.86,0.904,3.73E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.37
17.667,19.875,5434.49,0.9,3.31E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.33
18.887,20.415,5119.67,0.9,3.26E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.325
16.981,19.243,5790.42,0.896,3.53E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.351
16.002,18.639,5590.52,0.895,3.40E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.34
32.681,34.702,7919.5,0.959,6.91E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.694
32.509,34.659,7866.61,0.958,6.81E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.675
29.621,34.974,7540.66,0.954,6.45E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.643
29.148,34.876,7452.32,0.952,6.38E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.633
30.493,34.864,7708.22,0.955,6.64E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.668
30.355,34.737,7593.19,0.954,6.56E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.658
32.138,33.525,7455.39,0.952,6.34E-06,62.5,30,7.5,0,0,0,0.628
31.489,33.439,7330.24,0.951,6.27E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.626
32.786,34.759,7702.55,0.957,6.69E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.669
32.103,34.668,7630.33,0.956,6.60E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.656
29.276,34.247,7360.24,0.951,6.28E-06,62.5,30,7.5,0,0,0,0.634
28.828,34.167,7275.28,0.95,6.21E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.623
30.555,34.286,7525.07,0.953,6.47E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.64
30.411,34.156,7461.16,0.952,6.39E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.64
31.689,33.543,7243.34,0.949,6.19E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.611
31.089,33.471,7217.13,0.948,6.12E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.621
15.2,20.542,6834.78,0.903,4.15E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.41
14.87,19.372,6411.01,0.901,3.86E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.385
14.6,19.045,6092.76,0.897,3.62E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.363
14.371,18.564,5783.55,0.893,3.41E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.34
14.231,21.106,5954.81,0.896,3.61E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.36
13.821,20.121,5675.6,0.893,3.40E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.337
13.968,19.843,5422.99,0.89,3.22E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.322
13.337,18.711,5255.65,0.888,3.05E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.301
15.478,20.372,6328.67,0.901,3.88E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.388
14.649,18.897,5958.44,0.897,3.64E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.363
15.119,18.529,5726.94,0.893,3.41E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.337
14.431,18.109,5428.58,0.891,3.24E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.322
14.477,20.039,5622.31,0.893,3.40E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.34
13.662,18.993,5393.09,0.89,3.21E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.321
13.655,19.694,5194.72,0.887,3.05E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.306
13.711,18.672,4956.09,0.883,2.93E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.292
24.405,33.863,7872.07,0.953,6.38E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.638
24.297,32.937,7709.51,0.951,6.27E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.624
24.241,33.386,7600.33,0.95,6.14E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.611
24.154,32.743,7428.95,0.949,6.04E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.601
25.679,32.416,7627.2,0.95,6.23E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.626
25.634,32.205,7482.31,0.948,6.14E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.611
25.024,32.027,7360.38,0.947,6.04E-06,62.5,30,7.5,0,0,0,0.601
25.127,32.066,7243.94,0.945,5.95E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.588
23.832,34.582,7758.77,0.952,6.27E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.626
23.946,33.764,7601.38,0.95,6.16E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.608
23.753,33.651,7467.16,0.949,6.05E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.6
23.665,33.371,7336.68,0.947,5.95E-06,62.5,30,7.5,0,0,0,0.587
24.684,32.494,7529.74,0.949,6.13E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.614
25.289,32.506,7387.56,0.947,6.04E-06,62.5,30,7.5,0,0,0,0.606
24.58,32.093,7301.5,0.945,5.95E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.596
24.517,32.182,7179.03,0.944,5.87E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.586
16.759,21.524,6785.29,0.905,4.26E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.424
16.732,19.69,6382.9,0.903,3.94E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.395
14.487,20.193,5336.16,0.892,3.27E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.326
14.357,19.294,5099.23,0.889,3.11E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.311
17.506,21.376,6302.4,0.903,3.96E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.393
17.189,19.837,5983.81,0.9,3.70E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.369
15.589,21.047,5068.42,0.889,3.13E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.314
14.811,19.675,4976.56,0.886,2.95E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.298
28.027,34.434,7846.96,0.954,6.69E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.672
27.931,34.505,7665.83,0.952,6.56E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.658
27.838,34.287,7343.26,0.948,6.22E-06,62.5,30,7.5,0,0,0,0.621
27.72,34.363,7202.47,0.946,6.12E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.618
26.346,34.142,7687.45,0.952,6.53E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.65
26.241,34.169,7581.68,0.95,6.40E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.641
26.535,34.015,7273.01,0.945,6.13E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.615
26.428,34.051,7131.64,0.943,6.03E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.602
20.587,31.55,6781.17,0.911,4.42E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.433
19.616,32.199,6115.86,0.908,3.98E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.387
19.294,31.171,6188.03,0.909,3.99E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.387
18.902,31.943,5656.5,0.904,3.63E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.35
19.633,29.335,5622.65,0.903,3.62E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.351
19.401,30.406,5168.87,0.901,3.36E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.325
19.377,29.81,5273.64,0.901,3.34E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.325
19.121,29.383,4912.09,0.897,3.12E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.302
33.105,51.163,7840.25,0.959,7.04E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.693
32.969,49.111,7669.14,0.957,6.83E-06,60,32,8,0,0,0,0.669
33.389,51.209,7621.23,0.957,6.82E-06,60,32,8,0,0,0,0.675
32.704,48.606,7457.75,0.954,6.64E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.655
32.33,50.233,7453.44,0.953,6.61E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.647
19.442,27.975,6743.64,0.908,4.30E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.431
18.061,23.873,5754.52,0.895,3.46E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.343
17.141,27.174,6199.99,0.904,3.84E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.379
16.481,24.125,5377.71,0.89,3.19E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.322
18.887,27.011,6124.92,0.903,3.84E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.384
17.351,23.806,5249.43,0.888,3.20E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.319
15.813,24.256,5014.62,0.887,2.95E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.295
27.988,43.173,7876.99,0.955,6.50E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.627
29.133,43.483,7485.75,0.951,6.25E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.604
29.99,43.486,7611.67,0.954,6.39E-06,60,32,8,0,0,0,0.623
29.368,43.403,7207.65,0.949,6.10E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.592
30.44,43.472,7680.64,0.954,6.39E-06,60,32,8,0,0,0,0.621
28.787,41.8,7331.53,0.948,6.08E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.586
30.243,42.663,7472.39,0.951,6.20E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.602
28.983,42.223,7078.27,0.946,5.97E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.58
13.645,19.442,6679.4,0.895,4.06E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.408
13.86,19.538,6418.51,0.894,3.87E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.385
10.847,14.353,5816.89,0.871,3.28E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.328
10.756,13.826,5592.17,0.868,3.17E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.315
13.765,19.844,6203.86,0.895,3.80E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.379
13.861,19.791,5992.51,0.894,3.63E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.366
13.827,19.296,5439.67,0.885,3.23E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.324
14.451,19.124,5319.59,0.883,3.10E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.307
13.378,19.44,6126.73,0.89,3.69E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.369
13.885,19.544,5916.94,0.889,3.55E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.355
10.961,14.954,5434.77,0.866,3.05E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.305
10.316,14.469,5257.01,0.864,2.97E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.295
14.271,19.732,5808.38,0.891,3.50E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.354
14.364,19.833,5562.28,0.89,3.36E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.334
10.302,13.143,5050.35,0.856,2.76E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.276
21.25,31.344,7795.37,0.95,6.09E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.608
23.105,32.529,7762.89,0.95,6.11E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.603
25.568,31.622,7498.66,0.949,6.05E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.61
25.433,31.59,7386.06,0.948,5.98E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.6
18.819,27.718,7700.17,0.943,5.70E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.567
19.476,28.477,7536.04,0.942,5.70E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.569
22.756,31.474,7335.26,0.942,5.77E-06,62.5,30,7.5,0,0,0,0.575
22.28,31.256,7230.77,0.941,5.72E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.574
20.344,30.576,7599.9,0.946,5.87E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.589
21.262,31.019,7523.22,0.946,5.86E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.586
25.198,31.42,7330.67,0.947,5.93E-06,62.5,30,7.5,0,0,0,0.595
24.646,31.415,7172.98,0.946,5.86E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.579
19.652,28.406,7456.46,0.942,5.64E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.566
18.645,27.633,7384.78,0.939,5.52E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.549
22.751,31.38,7189.5,0.94,5.66E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.561
22.829,31.441,7109.56,0.939,5.63E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.562
20.189,29.148,6686.64,0.911,4.39E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.44
18.193,29.188,6363.45,0.908,4.07E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.41
18.921,26.649,5406.36,0.899,3.38E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.336
18.83,26.349,5186.47,0.897,3.21E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.319
20.178,26.764,6287.91,0.908,4.08E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.407
18.155,26.463,6006.12,0.906,3.79E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.378
19.204,26.277,5153.57,0.896,3.21E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.318
18.803,26.389,5032.53,0.895,3.05E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.306
33.734,45.336,7951.81,0.957,6.90E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.689
33.899,45.251,7800.29,0.956,6.75E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.674
31.299,45.77,7346.36,0.951,6.42E-06,62.5,30,7.5,0,0,0,0.642
31.908,45.727,7223.52,0.95,6.33E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.631
33.514,45.146,7791.41,0.956,6.75E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.679
33.742,45.066,7638.09,0.954,6.62E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.67
31.13,45.016,7238.89,0.95,6.31E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.636
31.743,44.964,7129.37,0.948,6.23E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.628
16.463,18.099,6677.62,0.885,4.15E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.41
16.637,18.487,5820.38,0.881,3.37E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.336
16.029,17.774,6134.41,0.877,3.73E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.375
16.988,19.019,5328.51,0.877,3.13E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.311
15.13,17.449,6184.98,0.874,3.71E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.369
12.016,17.911,4961.85,0.861,3.05E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.306
14.205,16.587,5737.28,0.864,3.38E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.338
26.422,29.651,7812.72,0.944,5.83E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.581
25.68,28.13,7367.58,0.938,5.58E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.562
26.431,29.662,7582.76,0.941,5.68E-06,60,32,8,0,0,0,0.566
25.512,27.845,7203.19,0.934,5.45E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.54
27.264,30.575,7601.95,0.943,5.76E-06,60,32,8,0,0,0,0.573
26.573,28.886,7221.88,0.936,5.53E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.552
27.162,30.466,7410.69,0.939,5.61E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.568
26.347,28.593,7067.9,0.933,5.42E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.547
17.861,22.778,6719.96,0.893,4.10E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.408
17.512,22.107,6088.19,0.887,3.70E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.367
17.3,21.932,6051.3,0.887,3.70E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.371
17.444,22.008,5613.52,0.881,3.39E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.337
17.803,20.343,5811.59,0.882,3.36E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.335
17.258,21.704,5423.64,0.877,3.08E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.311
17.084,22.339,5339.62,0.878,3.12E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.312
17.502,22.287,5003.27,0.871,2.92E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.294
29.268,35.773,7821.52,0.948,6.05E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.603
28.731,35.589,7611.69,0.945,5.87E-06,60,32,8,0,0,0,0.584
28.27,35.774,7607.72,0.946,5.92E-06,60,32,8,0,0,0,0.594
28.072,35.588,7422.21,0.942,5.76E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.582
29.46,36.046,7397.62,0.942,5.78E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.577
28.858,35.699,7241.64,0.939,5.63E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.56
28.487,35.842,7216.46,0.94,5.67E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.57
28.29,35.648,7089.95,0.938,5.56E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.546
20.76,21.847,6798.14,0.908,4.31E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.428
20.457,21.921,6102.47,0.902,3.88E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.386
19.022,21.979,6271.54,0.906,3.90E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.39
18.639,22.653,5687.83,0.9,3.54E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.354
19.562,21.304,5753.73,0.901,3.53E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.356
19.595,21.274,5239.73,0.895,3.26E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.325
18.393,21.156,5277.94,0.899,3.29E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.326
18.253,21.632,4927.49,0.891,3.04E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.304
32.713,34.539,7930.1,0.956,6.79E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.683
32.946,34.391,7690.32,0.954,6.63E-06,60,32,8,0,0,0,0.663
32.933,35.233,7652.04,0.953,6.55E-06,60,32,8,0,0,0,0.647
33.243,35.12,7499.56,0.951,6.41E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.641
32.192,34.069,7562.27,0.952,6.41E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.638
32.554,33.954,7368.43,0.95,6.31E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.631
32.664,34.47,7340.84,0.949,6.21E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.615
33.161,34.439,7183.21,0.947,6.13E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.613
16.038,17.192,5229.92,0.828,3.74E-06,60,32,8,0,0,0,0.375
18.895,24.154,5072.78,0.831,4.66E-06,59.73154362,32.2147651,8.053691275,0,0,0,0.465
18.754,24.532,5178.82,0.837,4.52E-06,59.06040268,32.2147651,8.053691275,0,0.006711409,0,0.447
12.683,17.866,6072.45,0.87,3.84E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.379
7.134,11.283,5054.98,0.771,4.53E-06,60,32,8,0,0,0,0.446
22.798,28.246,6038.75,0.896,4.26E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.425
15.759,18.895,5186.76,0.828,4.60E-06,60,32,8,0,0,0,0.456
10.952,31.25,6113.15,0.884,4.08E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.406
23.336,45.594,6600.17,0.934,5.13E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.513
20.962,45.435,6356.35,0.933,4.86E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.492
21.118,45.415,5484.34,0.928,4.27E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.428
18.859,45.17,5434.66,0.927,4.07E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.406
22.734,42.886,5724.21,0.929,4.22E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.422
20.346,42.863,5533.56,0.927,4.05E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.406
20.437,42.891,4989.31,0.923,3.64E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.366
18.534,42.928,4893.99,0.922,3.52E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.349
37.687,70.463,7822.39,0.969,8.52E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.835
37.978,70.997,7712.18,0.967,8.36E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.825
35.853,69.719,7432.72,0.965,7.96E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.776
37.351,70.712,7358.17,0.965,7.86E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.771
34.716,69.585,7410.84,0.966,7.98E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.788
35.246,69.741,7339.18,0.965,7.87E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.769
36.496,69.792,7127.87,0.963,7.57E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.744
36.876,69.897,7045.63,0.962,7.48E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.731
47.08,58.044,6599.31,0.951,6.09E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.596
45.884,55.378,4824.52,0.942,4.22E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.414
28.233,47.902,6624.71,0.937,5.19E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.512
25.754,47.651,6334.21,0.935,4.91E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.493
24.925,48.584,5770.01,0.931,4.28E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.43
24.48,48.797,5592.62,0.928,4.10E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.406
25.767,45.763,6114.79,0.934,4.67E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.464
25.795,46.366,5903.28,0.932,4.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.448
25.294,46.229,5400.09,0.928,3.95E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.399
24.177,46.554,5262.67,0.926,3.80E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.382
28.223,45.58,6129,0.934,4.67E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.471
